time;P;;;;;;;;;;
20201019:0111;0.0;;;;;;;;;;
20201019:0211;0.0;;;;;;;;;;
20201019:0311;0.0;;;;;;;;;;
20201019:0411;0.0;;;;;;;;;;
20201019:0511;0.0;;;;;;;;;;
20201019:0611;0.0;;;;;;;;;;
20201019:0711;183492.0;;;;;;;;;;
20201019:0811;619938.0;;;;;;;;;;
20201019:0911;730602.0;;;;;;;;;;
20201019:1011;310068.0;;;;;;;;;;
20201019:1111;120888.0;;;;;;;;;;
20201019:1211;68814.0;;;;;;;;;;
20201019:1311;142992.0;;;;;;;;;;
20201019:1411;103716.0;;;;;;;;;;
20201019:1511;81972.0;;;;;;;;;;
20201019:1611;0.0;;;;;;;;;;
20201019:1711;0.0;;;;;;;;;;
20201019:1811;0.0;;;;;;;;;;
20201019:1911;0.0;;;;;;;;;;
20201019:2011;0.0;;;;;;;;;;
20201019:2111;0.0;;;;;;;;;;
20201019:2211;0.0;;;;;;;;;;
20201019:2311;0.0;;;;;;;;;;
20201020:0011;0.0;;;;;;;;;;
20201020:0111;0.0;;;;;;;;;;
20201020:0211;0.0;;;;;;;;;;
20201020:0311;0.0;;;;;;;;;;
20201020:0411;0.0;;;;;;;;;;
20201020:0511;0.0;;;;;;;;;;
20201020:0611;126.0;;;;;;;;;;
20201020:0711;56520.0;;;;;;;;;;
20201020:0811;141606.0;;;;;;;;;;
20201020:0911;142128.0;;;;;;;;;;
20201020:1011;225900.0;;;;;;;;;;
20201020:1111;744498.0;;;;;;;;;;
20201020:1211;224856.0;;;;;;;;;;
20201020:1311;488880.0;;;;;;;;;;
20201020:1411;37008.0;;;;;;;;;;
20201020:1511;13950.0;;;;;;;;;;
20201020:1611;0.0;;;;;;;;;;
20201020:1711;0.0;;;;;;;;;;
20201020:1811;0.0;;;;;;;;;;
20201020:1911;0.0;;;;;;;;;;
20201020:2011;0.0;;;;;;;;;;
20201020:2111;0.0;;;;;;;;;;
20201020:2211;0.0;;;;;;;;;;
20201020:2311;0.0;;;;;;;;;;
20201021:0011;0.0;;;;;;;;;;
20201021:0111;0.0;;;;;;;;;;
20201021:0211;0.0;;;;;;;;;;
20201021:0311;0.0;;;;;;;;;;
20201021:0411;0.0;;;;;;;;;;
20201021:0511;0.0;;;;;;;;;;
20201021:0611;0.0;;;;;;;;;;
20201021:0711;72018.0;;;;;;;;;;
20201021:0811;38844.0;;;;;;;;;;
20201021:0911;75888.0;;;;;;;;;;
20201021:1011;135198.0;;;;;;;;;;
20201021:1111;129816.0;;;;;;;;;;
20201021:1211;348102.0;;;;;;;;;;
20201021:1311;71946.0;;;;;;;;;;
20201021:1411;26730.0;;;;;;;;;;
20201021:1511;684.0;;;;;;;;;;
20201021:1611;0.0;;;;;;;;;;
20201021:1711;0.0;;;;;;;;;;
20201021:1811;0.0;;;;;;;;;;
20201021:1911;0.0;;;;;;;;;;
20201021:2011;0.0;;;;;;;;;;
20201021:2111;0.0;;;;;;;;;;
20201021:2211;0.0;;;;;;;;;;
20201021:2311;0.0;;;;;;;;;;
20201022:0011;0.0;;;;;;;;;;
20201022:0111;0.0;;;;;;;;;;
20201022:0211;0.0;;;;;;;;;;
20201022:0311;0.0;;;;;;;;;;
20201022:0411;0.0;;;;;;;;;;
20201022:0511;0.0;;;;;;;;;;
20201022:0611;0.0;;;;;;;;;;
20201022:0711;107226.0;;;;;;;;;;
20201022:0811;350694.0;;;;;;;;;;
20201022:0911;60210.0;;;;;;;;;;
20201022:1011;287694.0;;;;;;;;;;
20201022:1111;327888.0;;;;;;;;;;
20201022:1211;261414.0;;;;;;;;;;
20201022:1311;585108.0;;;;;;;;;;
20201022:1411;494442.0;;;;;;;;;;
20201022:1511;89082.0;;;;;;;;;;
20201022:1611;0.0;;;;;;;;;;
20201022:1711;0.0;;;;;;;;;;
20201022:1811;0.0;;;;;;;;;;
20201022:1911;0.0;;;;;;;;;;
20201022:2011;0.0;;;;;;;;;;
20201022:2111;0.0;;;;;;;;;;
20201022:2211;0.0;;;;;;;;;;
20201022:2311;0.0;;;;;;;;;;
20201023:0011;0.0;;;;;;;;;;
20201023:0111;0.0;;;;;;;;;;
20201023:0211;0.0;;;;;;;;;;
20201023:0311;0.0;;;;;;;;;;
20201023:0411;0.0;;;;;;;;;;
20201023:0511;0.0;;;;;;;;;;
20201023:0611;0.0;;;;;;;;;;
20201023:0711;101376.0;;;;;;;;;;
20201023:0811;47718.0;;;;;;;;;;
20201023:0911;221220.0;;;;;;;;;;
20201023:1011;215082.0;;;;;;;;;;
20201023:1111;106452.0;;;;;;;;;;
20201023:1211;49680.0;;;;;;;;;;
20201023:1311;20664.0;;;;;;;;;;
20201023:1411;23076.0;;;;;;;;;;
20201023:1511;5634.0;;;;;;;;;;
20201023:1611;0.0;;;;;;;;;;
20201023:1711;0.0;;;;;;;;;;
20201023:1811;0.0;;;;;;;;;;
20201023:1911;0.0;;;;;;;;;;
20201023:2011;0.0;;;;;;;;;;
20201023:2111;0.0;;;;;;;;;;
20201023:2211;0.0;;;;;;;;;;
20201023:2311;0.0;;;;;;;;;;
20201024:0011;0.0;;;;;;;;;;
20201024:0111;0.0;;;;;;;;;;
20201024:0211;0.0;;;;;;;;;;
20201024:0311;0.0;;;;;;;;;;
20201024:0411;0.0;;;;;;;;;;
20201024:0511;0.0;;;;;;;;;;
20201024:0611;0.0;;;;;;;;;;
20201024:0711;238356.0;;;;;;;;;;
20201024:0811;370116.0;;;;;;;;;;
20201024:0911;501174.0;;;;;;;;;;
20201024:1011;74952.0;;;;;;;;;;
20201024:1111;73242.0;;;;;;;;;;
20201024:1211;578160.0;;;;;;;;;;
20201024:1311;158004.0;;;;;;;;;;
20201024:1411;274428.0;;;;;;;;;;
20201024:1511;16128.0;;;;;;;;;;
20201024:1611;0.0;;;;;;;;;;
20201024:1711;0.0;;;;;;;;;;
20201024:1811;0.0;;;;;;;;;;
20201024:1911;0.0;;;;;;;;;;
20201024:2011;0.0;;;;;;;;;;
20201024:2111;0.0;;;;;;;;;;
20201024:2211;0.0;;;;;;;;;;
20201024:2311;0.0;;;;;;;;;;
20201025:0011;0.0;;;;;;;;;;
20201025:0111;0.0;;;;;;;;;;
20201025:0211;0.0;;;;;;;;;;
20201025:0311;0.0;;;;;;;;;;
20201025:0411;0.0;;;;;;;;;;
20201025:0511;0.0;;;;;;;;;;
20201025:0611;0.0;;;;;;;;;;
20201025:0711;103446.0;;;;;;;;;;
20201025:0811;105498.0;;;;;;;;;;
20201025:0911;333306.0;;;;;;;;;;
20201025:1011;202572.0;;;;;;;;;;
20201025:1111;177642.0;;;;;;;;;;
20201025:1211;735066.0;;;;;;;;;;
20201025:1311;472698.0;;;;;;;;;;
20201025:1411;276750.0;;;;;;;;;;
20201025:1511;43830.0;;;;;;;;;;
20201025:1611;0.0;;;;;;;;;;
20201025:1711;0.0;;;;;;;;;;
20201025:1811;0.0;;;;;;;;;;
20201025:1911;0.0;;;;;;;;;;
20201025:2011;0.0;;;;;;;;;;
20201025:2111;0.0;;;;;;;;;;
20201025:2211;0.0;;;;;;;;;;
20201025:2311;0.0;;;;;;;;;;
20201026:0011;0.0;;;;;;;;;;
20201026:0111;0.0;;;;;;;;;;
20201026:0211;0.0;;;;;;;;;;
20201026:0311;0.0;;;;;;;;;;
20201026:0411;0.0;;;;;;;;;;
20201026:0511;0.0;;;;;;;;;;
20201026:0611;0.0;;;;;;;;;;
20201026:0711;7776.0;;;;;;;;;;
20201026:0811;90162.0;;;;;;;;;;
20201026:0911;78480.0;;;;;;;;;;
20201026:1011;41310.0;;;;;;;;;;
20201026:1111;54810.0;;;;;;;;;;
20201026:1211;124560.0;;;;;;;;;;
20201026:1311;61542.0;;;;;;;;;;
20201026:1411;45324.0;;;;;;;;;;
20201026:1511;14148.0;;;;;;;;;;
20201026:1611;0.0;;;;;;;;;;
20201026:1711;0.0;;;;;;;;;;
20201026:1811;0.0;;;;;;;;;;
20201026:1911;0.0;;;;;;;;;;
20201026:2011;0.0;;;;;;;;;;
20201026:2111;0.0;;;;;;;;;;
20201026:2211;0.0;;;;;;;;;;
20201026:2311;0.0;;;;;;;;;;
20201027:0011;0.0;;;;;;;;;;
20201027:0111;0.0;;;;;;;;;;
20201027:0211;0.0;;;;;;;;;;
20201027:0311;0.0;;;;;;;;;;
20201027:0411;0.0;;;;;;;;;;
20201027:0511;0.0;;;;;;;;;;
20201027:0611;0.0;;;;;;;;;;
20201027:0711;249174.0;;;;;;;;;;
20201027:0811;553752.0;;;;;;;;;;
20201027:0911;534780.0;;;;;;;;;;
20201027:1011;413118.0;;;;;;;;;;
20201027:1111;885978.0;;;;;;;;;;
20201027:1211;142722.0;;;;;;;;;;
20201027:1311;287280.0;;;;;;;;;;
20201027:1411;29754.0;;;;;;;;;;
20201027:1511;13032.0;;;;;;;;;;
20201027:1611;0.0;;;;;;;;;;
20201027:1711;0.0;;;;;;;;;;
20201027:1811;0.0;;;;;;;;;;
20201027:1911;0.0;;;;;;;;;;
20201027:2011;0.0;;;;;;;;;;
20201027:2111;0.0;;;;;;;;;;
20201027:2211;0.0;;;;;;;;;;
20201027:2311;0.0;;;;;;;;;;
20201028:0011;0.0;;;;;;;;;;
20201028:0111;0.0;;;;;;;;;;
20201028:0211;0.0;;;;;;;;;;
20201028:0311;0.0;;;;;;;;;;
20201028:0411;0.0;;;;;;;;;;
20201028:0511;0.0;;;;;;;;;;
20201028:0611;0.0;;;;;;;;;;
20201028:0711;70812.0;;;;;;;;;;
20201028:0811;421452.0;;;;;;;;;;
20201028:0911;424386.0;;;;;;;;;;
20201028:1011;838026.0;;;;;;;;;;
20201028:1111;694530.0;;;;;;;;;;
20201028:1211;418284.0;;;;;;;;;;
20201028:1311;182466.0;;;;;;;;;;
20201028:1411;214452.0;;;;;;;;;;
20201028:1511;62442.0;;;;;;;;;;
20201028:1611;0.0;;;;;;;;;;
20201028:1711;0.0;;;;;;;;;;
20201028:1811;0.0;;;;;;;;;;
20201028:1911;0.0;;;;;;;;;;
20201028:2011;0.0;;;;;;;;;;
20201028:2111;0.0;;;;;;;;;;
20201028:2211;0.0;;;;;;;;;;
20201028:2311;0.0;;;;;;;;;;
20201029:0011;0.0;;;;;;;;;;
20201029:0111;0.0;;;;;;;;;;
20201029:0211;0.0;;;;;;;;;;
20201029:0311;0.0;;;;;;;;;;
20201029:0411;0.0;;;;;;;;;;
20201029:0511;0.0;;;;;;;;;;
20201029:0611;0.0;;;;;;;;;;
20201029:0711;230922.0;;;;;;;;;;
20201029:0811;624240.0;;;;;;;;;;
20201029:0911;47322.0;;;;;;;;;;
20201029:1011;151596.0;;;;;;;;;;
20201029:1111;92196.0;;;;;;;;;;
20201029:1211;84744.0;;;;;;;;;;
20201029:1311;66114.0;;;;;;;;;;
20201029:1411;57744.0;;;;;;;;;;
20201029:1511;121734.0;;;;;;;;;;
20201029:1611;0.0;;;;;;;;;;
20201029:1711;0.0;;;;;;;;;;
20201029:1811;0.0;;;;;;;;;;
20201029:1911;0.0;;;;;;;;;;
20201029:2011;0.0;;;;;;;;;;
20201029:2111;0.0;;;;;;;;;;
20201029:2211;0.0;;;;;;;;;;
20201029:2311;0.0;;;;;;;;;;
20201030:0011;0.0;;;;;;;;;;
20201030:0111;0.0;;;;;;;;;;
20201030:0211;0.0;;;;;;;;;;
20201030:0311;0.0;;;;;;;;;;
20201030:0411;0.0;;;;;;;;;;
20201030:0511;0.0;;;;;;;;;;
20201030:0611;0.0;;;;;;;;;;
20201030:0711;54288.0;;;;;;;;;;
20201030:0811;38682.0;;;;;;;;;;
20201030:0911;91170.0;;;;;;;;;;
20201030:1011;120078.0;;;;;;;;;;
20201030:1111;61470.0;;;;;;;;;;
20201030:1211;43830.0;;;;;;;;;;
20201030:1311;47826.0;;;;;;;;;;
20201030:1411;95148.0;;;;;;;;;;
20201030:1511;2196.0;;;;;;;;;;
20201030:1611;0.0;;;;;;;;;;
20201030:1711;0.0;;;;;;;;;;
20201030:1811;0.0;;;;;;;;;;
20201030:1911;0.0;;;;;;;;;;
20201030:2011;0.0;;;;;;;;;;
20201030:2111;0.0;;;;;;;;;;
20201030:2211;0.0;;;;;;;;;;
20201030:2311;0.0;;;;;;;;;;
20201031:0011;0.0;;;;;;;;;;
20201031:0111;0.0;;;;;;;;;;
20201031:0211;0.0;;;;;;;;;;
20201031:0311;0.0;;;;;;;;;;
20201031:0411;0.0;;;;;;;;;;
20201031:0511;0.0;;;;;;;;;;
20201031:0611;0.0;;;;;;;;;;
20201031:0711;37944.0;;;;;;;;;;
20201031:0811;118728.0;;;;;;;;;;
20201031:0911;96390.0;;;;;;;;;;
20201031:1011;161928.0;;;;;;;;;;
20201031:1111;237726.0;;;;;;;;;;
20201031:1211;461682.0;;;;;;;;;;
20201031:1311;369144.0;;;;;;;;;;
20201031:1411;115956.0;;;;;;;;;;
20201031:1511;16740.0;;;;;;;;;;
20201031:1611;0.0;;;;;;;;;;
20201031:1711;0.0;;;;;;;;;;
20201031:1811;0.0;;;;;;;;;;
20201031:1911;0.0;;;;;;;;;;
20201031:2011;0.0;;;;;;;;;;
20201031:2111;0.0;;;;;;;;;;
20201031:2211;0.0;;;;;;;;;;
20201031:2311;0.0;;;;;;;;;;
20201101:0011;0.0;;;;;;;;;;
20201101:0111;0.0;;;;;;;;;;
20201101:0211;0.0;;;;;;;;;;
20201101:0311;0.0;;;;;;;;;;
20201101:0411;0.0;;;;;;;;;;
20201101:0511;0.0;;;;;;;;;;
20201101:0611;0.0;;;;;;;;;;
20201101:0711;64710.0;;;;;;;;;;
20201101:0811;72702.0;;;;;;;;;;
20201101:0911;79452.0;;;;;;;;;;
20201101:1011;453096.0;;;;;;;;;;
20201101:1111;585018.0;;;;;;;;;;
20201101:1211;565038.0;;;;;;;;;;
20201101:1311;169110.0;;;;;;;;;;
20201101:1411;241686.0;;;;;;;;;;
20201101:1511;3816.0;;;;;;;;;;
20201101:1611;0.0;;;;;;;;;;
20201101:1711;0.0;;;;;;;;;;
20201101:1811;0.0;;;;;;;;;;
20201101:1911;0.0;;;;;;;;;;
20201101:2011;0.0;;;;;;;;;;
20201101:2111;0.0;;;;;;;;;;
20201101:2211;0.0;;;;;;;;;;
20201101:2311;0.0;;;;;;;;;;
20201102:0011;0.0;;;;;;;;;;
20201102:0111;0.0;;;;;;;;;;
20201102:0211;0.0;;;;;;;;;;
20201102:0311;0.0;;;;;;;;;;
20201102:0411;0.0;;;;;;;;;;
20201102:0511;0.0;;;;;;;;;;
20201102:0611;0.0;;;;;;;;;;
20201102:0711;67752.0;;;;;;;;;;
20201102:0811;223362.0;;;;;;;;;;
20201102:0911;148950.0;;;;;;;;;;
20201102:1011;160884.0;;;;;;;;;;
20201102:1111;143550.0;;;;;;;;;;
20201102:1211;235422.0;;;;;;;;;;
20201102:1311;640728.0;;;;;;;;;;
20201102:1411;332118.0;;;;;;;;;;
20201102:1511;12528.0;;;;;;;;;;
20201102:1611;0.0;;;;;;;;;;
20201102:1711;0.0;;;;;;;;;;
20201102:1811;0.0;;;;;;;;;;
20201102:1911;0.0;;;;;;;;;;
20201102:2011;0.0;;;;;;;;;;
20201102:2111;0.0;;;;;;;;;;
20201102:2211;0.0;;;;;;;;;;
20201102:2311;0.0;;;;;;;;;;
20201103:0011;0.0;;;;;;;;;;
20201103:0111;0.0;;;;;;;;;;
20201103:0211;0.0;;;;;;;;;;
20201103:0311;0.0;;;;;;;;;;
20201103:0411;0.0;;;;;;;;;;
20201103:0511;0.0;;;;;;;;;;
20201103:0611;0.0;;;;;;;;;;
20201103:0711;12042.0;;;;;;;;;;
20201103:0811;302274.0;;;;;;;;;;
20201103:0911;767808.0;;;;;;;;;;
20201103:1011;613746.0;;;;;;;;;;
20201103:1111;651618.0;;;;;;;;;;
20201103:1211;766962.0;;;;;;;;;;
20201103:1311;821880.0;;;;;;;;;;
20201103:1411;309024.0;;;;;;;;;;
20201103:1511;12330.0;;;;;;;;;;
20201103:1611;0.0;;;;;;;;;;
20201103:1711;0.0;;;;;;;;;;
20201103:1811;0.0;;;;;;;;;;
20201103:1911;0.0;;;;;;;;;;
20201103:2011;0.0;;;;;;;;;;
20201103:2111;0.0;;;;;;;;;;
20201103:2211;0.0;;;;;;;;;;
20201103:2311;0.0;;;;;;;;;;
20201104:0011;0.0;;;;;;;;;;
20201104:0111;0.0;;;;;;;;;;
20201104:0211;0.0;;;;;;;;;;
20201104:0311;0.0;;;;;;;;;;
20201104:0411;0.0;;;;;;;;;;
20201104:0511;0.0;;;;;;;;;;
20201104:0611;0.0;;;;;;;;;;
20201104:0711;177084.0;;;;;;;;;;
20201104:0811;512244.0;;;;;;;;;;
20201104:0911;839538.0;;;;;;;;;;
20201104:1011;971082.0;;;;;;;;;;
20201104:1111;828648.0;;;;;;;;;;
20201104:1211;959760.0;;;;;;;;;;
20201104:1311;445608.0;;;;;;;;;;
20201104:1411;506988.0;;;;;;;;;;
20201104:1511;5814.0;;;;;;;;;;
20201104:1611;0.0;;;;;;;;;;
20201104:1711;0.0;;;;;;;;;;
20201104:1811;0.0;;;;;;;;;;
20201104:1911;0.0;;;;;;;;;;
20201104:2011;0.0;;;;;;;;;;
20201104:2111;0.0;;;;;;;;;;
20201104:2211;0.0;;;;;;;;;;
20201104:2311;0.0;;;;;;;;;;
20201105:0011;0.0;;;;;;;;;;
20201105:0111;0.0;;;;;;;;;;
20201105:0211;0.0;;;;;;;;;;
20201105:0311;0.0;;;;;;;;;;
20201105:0411;0.0;;;;;;;;;;
20201105:0511;0.0;;;;;;;;;;
20201105:0611;0.0;;;;;;;;;;
20201105:0711;159084.0;;;;;;;;;;
20201105:0811;506412.0;;;;;;;;;;
20201105:0911;791118.0;;;;;;;;;;
20201105:1011;962640.0;;;;;;;;;;
20201105:1111;991224.0;;;;;;;;;;
20201105:1211;989316.0;;;;;;;;;;
20201105:1311;302796.0;;;;;;;;;;
20201105:1411;110898.0;;;;;;;;;;
20201105:1511;13392.0;;;;;;;;;;
20201105:1611;0.0;;;;;;;;;;
20201105:1711;0.0;;;;;;;;;;
20201105:1811;0.0;;;;;;;;;;
20201105:1911;0.0;;;;;;;;;;
20201105:2011;0.0;;;;;;;;;;
20201105:2111;0.0;;;;;;;;;;
20201105:2211;0.0;;;;;;;;;;
20201105:2311;0.0;;;;;;;;;;
20201106:0011;0.0;;;;;;;;;;
20201106:0111;0.0;;;;;;;;;;
20201106:0211;0.0;;;;;;;;;;
20201106:0311;0.0;;;;;;;;;;
20201106:0411;0.0;;;;;;;;;;
20201106:0511;0.0;;;;;;;;;;
20201106:0611;0.0;;;;;;;;;;
20201106:0711;41112.0;;;;;;;;;;
20201106:0811;73296.0;;;;;;;;;;
20201106:0911;66726.0;;;;;;;;;;
20201106:1011;99522.0;;;;;;;;;;
20201106:1111;69192.0;;;;;;;;;;
20201106:1211;60678.0;;;;;;;;;;
20201106:1311;50958.0;;;;;;;;;;
20201106:1411;24858.0;;;;;;;;;;
20201106:1511;0.0;;;;;;;;;;
20201106:1611;0.0;;;;;;;;;;
20201106:1711;0.0;;;;;;;;;;
20201106:1811;0.0;;;;;;;;;;
20201106:1911;0.0;;;;;;;;;;
20201106:2011;0.0;;;;;;;;;;
20201106:2111;0.0;;;;;;;;;;
20201106:2211;0.0;;;;;;;;;;
20201106:2311;0.0;;;;;;;;;;
20201107:0011;0.0;;;;;;;;;;
20201107:0111;0.0;;;;;;;;;;
20201107:0211;0.0;;;;;;;;;;
20201107:0311;0.0;;;;;;;;;;
20201107:0411;0.0;;;;;;;;;;
20201107:0511;0.0;;;;;;;;;;
20201107:0611;0.0;;;;;;;;;;
20201107:0711;73746.0;;;;;;;;;;
20201107:0811;464112.0;;;;;;;;;;
20201107:0911;772272.0;;;;;;;;;;
20201107:1011;952506.0;;;;;;;;;;
20201107:1111;1028106.0;;;;;;;;;;
20201107:1211;991404.0;;;;;;;;;;
20201107:1311;816228.0;;;;;;;;;;
20201107:1411;445572.0;;;;;;;;;;
20201107:1511;3078.0;;;;;;;;;;
20201107:1611;0.0;;;;;;;;;;
20201107:1711;0.0;;;;;;;;;;
20201107:1811;0.0;;;;;;;;;;
20201107:1911;0.0;;;;;;;;;;
20201107:2011;0.0;;;;;;;;;;
20201107:2111;0.0;;;;;;;;;;
20201107:2211;0.0;;;;;;;;;;
20201107:2311;0.0;;;;;;;;;;
20201108:0011;0.0;;;;;;;;;;
20201108:0111;0.0;;;;;;;;;;
20201108:0211;0.0;;;;;;;;;;
20201108:0311;0.0;;;;;;;;;;
20201108:0411;0.0;;;;;;;;;;
20201108:0511;0.0;;;;;;;;;;
20201108:0611;0.0;;;;;;;;;;
20201108:0711;86256.0;;;;;;;;;;
20201108:0811;422298.0;;;;;;;;;;
20201108:0911;717120.0;;;;;;;;;;
20201108:1011;866376.0;;;;;;;;;;
20201108:1111;933408.0;;;;;;;;;;
20201108:1211;930006.0;;;;;;;;;;
20201108:1311;737208.0;;;;;;;;;;
20201108:1411;399168.0;;;;;;;;;;
20201108:1511;0.0;;;;;;;;;;
20201108:1611;0.0;;;;;;;;;;
20201108:1711;0.0;;;;;;;;;;
20201108:1811;0.0;;;;;;;;;;
20201108:1911;0.0;;;;;;;;;;
20201108:2011;0.0;;;;;;;;;;
20201108:2111;0.0;;;;;;;;;;
20201108:2211;0.0;;;;;;;;;;
20201108:2311;0.0;;;;;;;;;;
20201109:0011;0.0;;;;;;;;;;
20201109:0111;0.0;;;;;;;;;;
20201109:0211;0.0;;;;;;;;;;
20201109:0311;0.0;;;;;;;;;;
20201109:0411;0.0;;;;;;;;;;
20201109:0511;0.0;;;;;;;;;;
20201109:0611;0.0;;;;;;;;;;
20201109:0711;13626.0;;;;;;;;;;
20201109:0811;62586.0;;;;;;;;;;
20201109:0911;133254.0;;;;;;;;;;
20201109:1011;99756.0;;;;;;;;;;
20201109:1111;159084.0;;;;;;;;;;
20201109:1211;20340.0;;;;;;;;;;
20201109:1311;85626.0;;;;;;;;;;
20201109:1411;442620.0;;;;;;;;;;
20201109:1511;0.0;;;;;;;;;;
20201109:1611;0.0;;;;;;;;;;
20201109:1711;0.0;;;;;;;;;;
20201109:1811;0.0;;;;;;;;;;
20201109:1911;0.0;;;;;;;;;;
20201109:2011;0.0;;;;;;;;;;
20201109:2111;0.0;;;;;;;;;;
20201109:2211;0.0;;;;;;;;;;
20201109:2311;0.0;;;;;;;;;;
20201110:0011;0.0;;;;;;;;;;
20201110:0111;0.0;;;;;;;;;;
20201110:0211;0.0;;;;;;;;;;
20201110:0311;0.0;;;;;;;;;;
20201110:0411;0.0;;;;;;;;;;
20201110:0511;0.0;;;;;;;;;;
20201110:0611;0.0;;;;;;;;;;
20201110:0711;7074.0;;;;;;;;;;
20201110:0811;51318.0;;;;;;;;;;
20201110:0911;40248.0;;;;;;;;;;
20201110:1011;53928.0;;;;;;;;;;
20201110:1111;56556.0;;;;;;;;;;
20201110:1211;53712.0;;;;;;;;;;
20201110:1311;45342.0;;;;;;;;;;
20201110:1411;38556.0;;;;;;;;;;
20201110:1511;0.0;;;;;;;;;;
20201110:1611;0.0;;;;;;;;;;
20201110:1711;0.0;;;;;;;;;;
20201110:1811;0.0;;;;;;;;;;
20201110:1911;0.0;;;;;;;;;;
20201110:2011;0.0;;;;;;;;;;
20201110:2111;0.0;;;;;;;;;;
20201110:2211;0.0;;;;;;;;;;
20201110:2311;0.0;;;;;;;;;;
20201111:0011;0.0;;;;;;;;;;
20201111:0111;0.0;;;;;;;;;;
20201111:0211;0.0;;;;;;;;;;
20201111:0311;0.0;;;;;;;;;;
20201111:0411;0.0;;;;;;;;;;
20201111:0511;0.0;;;;;;;;;;
20201111:0611;0.0;;;;;;;;;;
20201111:0711;5076.0;;;;;;;;;;
20201111:0811;53946.0;;;;;;;;;;
20201111:0911;42732.0;;;;;;;;;;
20201111:1011;92430.0;;;;;;;;;;
20201111:1111;120402.0;;;;;;;;;;
20201111:1211;122724.0;;;;;;;;;;
20201111:1311;76104.0;;;;;;;;;;
20201111:1411;16866.0;;;;;;;;;;
20201111:1511;0.0;;;;;;;;;;
20201111:1611;0.0;;;;;;;;;;
20201111:1711;0.0;;;;;;;;;;
20201111:1811;0.0;;;;;;;;;;
20201111:1911;0.0;;;;;;;;;;
20201111:2011;0.0;;;;;;;;;;
20201111:2111;0.0;;;;;;;;;;
20201111:2211;0.0;;;;;;;;;;
20201111:2311;0.0;;;;;;;;;;
20201112:0011;0.0;;;;;;;;;;
20201112:0111;0.0;;;;;;;;;;
20201112:0211;0.0;;;;;;;;;;
20201112:0311;0.0;;;;;;;;;;
20201112:0411;0.0;;;;;;;;;;
20201112:0511;0.0;;;;;;;;;;
20201112:0611;0.0;;;;;;;;;;
20201112:0711;25488.0;;;;;;;;;;
20201112:0811;352566.0;;;;;;;;;;
20201112:0911;699534.0;;;;;;;;;;
20201112:1011;636498.0;;;;;;;;;;
20201112:1111;590508.0;;;;;;;;;;
20201112:1211;248364.0;;;;;;;;;;
20201112:1311;64926.0;;;;;;;;;;
20201112:1411;3078.0;;;;;;;;;;
20201112:1511;0.0;;;;;;;;;;
20201112:1611;0.0;;;;;;;;;;
20201112:1711;0.0;;;;;;;;;;
20201112:1811;0.0;;;;;;;;;;
20201112:1911;0.0;;;;;;;;;;
20201112:2011;0.0;;;;;;;;;;
20201112:2111;0.0;;;;;;;;;;
20201112:2211;0.0;;;;;;;;;;
20201112:2311;0.0;;;;;;;;;;
20201113:0011;0.0;;;;;;;;;;
20201113:0111;0.0;;;;;;;;;;
20201113:0211;0.0;;;;;;;;;;
20201113:0311;0.0;;;;;;;;;;
20201113:0411;0.0;;;;;;;;;;
20201113:0511;0.0;;;;;;;;;;
20201113:0611;0.0;;;;;;;;;;
20201113:0711;60300.0;;;;;;;;;;
20201113:0811;404730.0;;;;;;;;;;
20201113:0911;675126.0;;;;;;;;;;
20201113:1011;874854.0;;;;;;;;;;
20201113:1111;915516.0;;;;;;;;;;
20201113:1211;868014.0;;;;;;;;;;
20201113:1311;644400.0;;;;;;;;;;
20201113:1411;351000.0;;;;;;;;;;
20201113:1511;0.0;;;;;;;;;;
20201113:1611;0.0;;;;;;;;;;
20201113:1711;0.0;;;;;;;;;;
20201113:1811;0.0;;;;;;;;;;
20201113:1911;0.0;;;;;;;;;;
20201113:2011;0.0;;;;;;;;;;
20201113:2111;0.0;;;;;;;;;;
20201113:2211;0.0;;;;;;;;;;
20201113:2311;0.0;;;;;;;;;;
20201114:0011;0.0;;;;;;;;;;
20201114:0111;0.0;;;;;;;;;;
20201114:0211;0.0;;;;;;;;;;
20201114:0311;0.0;;;;;;;;;;
20201114:0411;0.0;;;;;;;;;;
20201114:0511;0.0;;;;;;;;;;
20201114:0611;0.0;;;;;;;;;;
20201114:0711;4878.0;;;;;;;;;;
20201114:0811;121518.0;;;;;;;;;;
20201114:0911;225252.0;;;;;;;;;;
20201114:1011;382230.0;;;;;;;;;;
20201114:1111;656892.0;;;;;;;;;;
20201114:1211;570096.0;;;;;;;;;;
20201114:1311;151128.0;;;;;;;;;;
20201114:1411;59724.0;;;;;;;;;;
20201114:1511;0.0;;;;;;;;;;
20201114:1611;0.0;;;;;;;;;;
20201114:1711;0.0;;;;;;;;;;
20201114:1811;0.0;;;;;;;;;;
20201114:1911;0.0;;;;;;;;;;
20201114:2011;0.0;;;;;;;;;;
20201114:2111;0.0;;;;;;;;;;
20201114:2211;0.0;;;;;;;;;;
20201114:2311;0.0;;;;;;;;;;
20201115:0011;0.0;;;;;;;;;;
20201115:0111;0.0;;;;;;;;;;
20201115:0211;0.0;;;;;;;;;;
20201115:0311;0.0;;;;;;;;;;
20201115:0411;0.0;;;;;;;;;;
20201115:0511;0.0;;;;;;;;;;
20201115:0611;0.0;;;;;;;;;;
