snapshots,v1,v2,v3,v4,v5,v6,v7,v8
09.01.2022 17:00,110.8398105,42.55996595,255.9197262,135.5595486,109.9197582,82.03986956,250.2795795,16.76
09.01.2022 18:00,119.0797964,42.67996586,288.9196909,145.9195141,118.9997382,94.07985041,295.6795033,17.84
09.01.2022 19:00,129.5997784,44.23996461,309.6396687,155.3194828,122.3197309,101.279839,372.1593748,18.24
09.01.2022 20:00,128.7997798,44.35996451,299.6396794,161.8794609,124.8797253,90.07985677,399.999328,17.72
09.01.2022 21:00,126.1597843,42.15996627,292.479687,150.4794989,120.9997338,78.19987566,366.1193849,22
09.01.2022 22:00,114.9598034,35.95997123,260.1597216,130.7595646,100.5997787,69.63988927,309.5994799,51.72
09.01.2022 23:00,103.7998225,35.31997174,176.5598111,125.239583,85.27981238,58.43990708,249.4795809,129.639
10.01.2022 00:00,92.75984138,36.23997101,114.3598776,118.919604,77.95982849,52.55991643,180.3996969,154.3986
10.01.2022 01:00,80.83986176,32.19997424,90.35990331,118.0396069,74.83983535,51.03991885,121.4797959,184.3982
10.01.2022 02:00,71.15987832,32.9999736,66.55992878,123.5195887,71.11984354,53.79991446,93.99984208,198.758
10.01.2022 03:00,62.15989371,33.1199735,50.23994624,118.5596052,71.27984318,54.35991357,83.99985888,164.1984
10.01.2022 04:00,56.31990369,31.55997475,43.39995356,112.2796261,69.91984618,49.03992203,73.87987588,170.1983
10.01.2022 05:00,55.39990527,31.31997494,43.51995343,107.7596412,68.47984934,51.83991757,63.99989248,197.598
10.01.2022 06:00,57.51990164,34.15997267,37.4799599,122.4395923,73.23983887,57.67990829,59.07990075,197.478
10.01.2022 07:00,64.91988899,37.1199703,62.19993345,132.0795602,83.9998152,67.75989226,56.67990478,200.998
10.01.2022 08:00,68.51988283,36.19997104,74.43992035,127.919574,87.19980816,76.51987833,68.15988549,196.918
10.01.2022 09:00,64.91988899,37.75996979,57.4799385,133.1595566,81.07982162,73.99988234,91.07984699,187.598
10.01.2022 10:00,71.27987811,39.27996858,104.5598881,134.8795509,76.03983271,73.59988298,164.8397231,187.1981
10.01.2022 11:00,86.27985246,38.63996909,169.3598188,136.9995438,78.55982717,83.03986797,271.9195432,183.0381
10.01.2022 12:00,95.67983639,40.43996765,194.359792,133.6795548,87.19980816,92.47985296,332.3194417,187.918
10.01.2022 13:00,102.4398248,40.71996742,193.0397934,134.3595526,86.79980904,95.79984768,341.5194262,193.958
10.01.2022 14:00,106.6798176,37.35997011,194.9997914,136.8795442,80.03982391,88.07985995,332.1994419,190.358
10.01.2022 15:00,100.3198285,37.35997011,204.4797812,128.7195714,81.47982074,77.07987744,279.1195311,190.878
10.01.2022 16:00,88.79984815,40.43996765,195.9597903,121.919594,85.71981142,75.07988062,206.3196534,189.598
10.01.2022 17:00,81.07986135,41.75996659,198.8397872,124.8395843,88.23980587,77.87987617,181.519695,190.718
10.01.2022 18:00,100.7198278,40.83996733,229.4797545,126.0395803,104.55977,89.15985824,235.7596039,193.878
10.01.2022 19:00,122.0397913,44.43996445,252.5997297,136.5995451,116.1197445,98.83984284,333.1194404,191.478
10.01.2022 20:00,124.559787,44.19996464,262.1997194,155.4794823,120.6397346,85.55986396,336.7194343,199.238
10.01.2022 21:00,120.3197943,41.35996691,261.9597197,146.239513,115.1997466,72.55988463,295.5195035,194.518
10.01.2022 22:00,105.1998201,39.15996867,234.1997494,128.1995731,96.47978774,67.11989328,263.119558,194.798
10.01.2022 23:00,94.19983892,36.31997094,162.6798259,124.0395869,83.59981608,55.79991128,187.6396848,200.558
11.01.2022 00:00,82.95985814,35.55997155,100.8798921,115.4796155,75.75983333,47.83992393,113.2398098,204.798
11.01.2022 01:00,82.59985875,33.8799729,88.27990554,125.2795828,80.35982321,62.71990028,73.83987595,201.838
11.01.2022 02:00,70.07988016,33.9999728,53.03994325,130.9995638,76.39983192,57.95990784,57.11990404,205.638
11.01.2022 03:00,63.99989056,34.1199727,43.3599536,126.5995784,74.79983544,65.11989646,55.39990693,200.438
